Date,Open,High,Low,Close,Volume,Market Cap
17-Sep-17,298.59,315.58,278.17,313.84,38081600.00,"2,257,850,000"
16-Sep-17,284.5,301.23,276.57,298.86,43702600.00,"2,150,800,000"
15-Sep-17,236.05,300.11,220.51,284.36,72695500.00,"1,784,040,000"
14-Sep-17,301.11,303.74,236.24,236.24,35013800.00,"2,275,100,000"
13-Sep-17,324.72,325.16,287.25,301.29,28322500.00,"2,452,930,000"
12-Sep-17,318.42,328.6,318.42,325.97,27190400.00,"2,404,680,000"
11-Sep-17,322.02,332.12,315.91,318.4,25159900.00,"2,431,230,000"
10-Sep-17,323.24,323.24,295.86,320.11,27435400.00,"2,439,780,000"
9-Sep-17,334.95,335.13,313.69,323.14,23244600.00,"2,527,540,000"
8-Sep-17,343.53,368.17,317.95,333.21,63012500.00,"2,591,570,000"
7-Sep-17,346.45,347.57,333.8,343.91,24715700.00,"2,612,980,000"
6-Sep-17,328.15,348.45,326.95,347.17,35294300.00,"2,474,300,000"
5-Sep-17,316.88,333.83,286.53,327.23,53928800.00,"2,388,710,000"
4-Sep-17,356.94,357.21,301.84,316.13,44170200.00,"2,689,920,000"
3-Sep-17,354.63,373.08,338.23,356.39,34945200.00,"2,670,270,000"
2-Sep-17,393.53,395.92,329.27,350.17,54813400.00,"2,962,400,000"
1-Sep-17,377.92,393.35,376.34,393.35,55440700.00,"2,844,110,000"
31-Aug-17,368.57,380.34,368.18,378.32,34978600.00,"2,773,030,000"
30-Aug-17,359.59,375.7,358.69,368.34,44586300.00,"2,704,790,000"
29-Aug-17,357.16,367.34,354.49,359.55,50014900.00,"2,685,760,000"
28-Aug-17,362.5,369.19,351.24,356.78,57630700.00,"2,725,220,000"
27-Aug-17,400.42,400.63,358.23,362.89,121516000.00,"3,009,530,000"
26-Aug-17,315.28,409.77,315.28,399.85,267415000.00,"2,369,010,000"
25-Aug-17,317.91,320.65,306.68,315.89,53632700.00,"2,388,160,000"
24-Aug-17,292.96,315.37,291.19,315.37,58804500.00,"2,200,130,000"
23-Aug-17,290.46,299.14,287.73,292.57,47798300.00,"2,180,790,000"
22-Aug-17,280.29,299.98,260.53,291.5,74971200.00,"2,103,900,000"
21-Aug-17,293.77,300.52,275.94,279.58,58023900.00,"2,204,480,000"
20-Aug-17,288.2,327.25,287.82,294.2,107973000.00,"2,162,080,000"
19-Aug-17,224.67,329.98,224.67,288.7,220487000.00,"1,685,040,000"
18-Aug-17,233.84,240.41,219.42,224.28,50324200.00,"1,753,350,000"
17-Aug-17,231.58,260.6,229.08,233.62,98375500.00,"1,736,000,000"
16-Aug-17,203.85,233.53,198.92,232.02,63100100.00,"1,527,710,000"
15-Aug-17,199.8,206.13,192.73,203.52,37532600.00,"1,496,920,000"
14-Aug-17,198.32,202.89,195.35,199.44,29888400.00,"1,485,500,000"
13-Aug-17,205.59,207.19,192.14,198.17,36281800.00,"1,539,490,000"
12-Aug-17,206.22,210.64,201.38,205.49,30017500.00,"1,543,820,000"
11-Aug-17,200.82,209.11,199.59,205.79,28677400.00,"1,502,990,000"
10-Aug-17,199.56,205.54,195.78,200.96,30972000.00,"1,493,200,000"
9-Aug-17,203.74,205.87,193.33,199.21,31657100.00,"1,524,040,000"
8-Aug-17,196.58,205.5,194.97,203.84,35117200.00,"1,470,120,000"
7-Aug-17,189.07,197.91,187.05,197.19,32441600.00,"1,413,570,000"
6-Aug-17,193.71,195,188.43,189.13,25336000.00,"1,447,880,000"
5-Aug-17,186.96,195.55,185.73,193.83,41127900.00,"1,397,060,000"
4-Aug-17,186.92,189.96,186.13,186.97,28791800.00,"1,395,520,000"
3-Aug-17,183.17,189.19,180.28,186.99,25612400.00,"1,367,150,000"
2-Aug-17,185.16,186.24,181.42,182.93,19076200.00,"1,381,630,000"
1-Aug-17,179.2,186.23,177.26,184.75,34656300.00,"1,336,810,000"
31-Jul-17,173.15,180.05,171.76,178.51,29249300.00,"1,291,390,000"
30-Jul-17,185.45,187.95,172.47,172.82,25327200.00,"1,382,710,000"
29-Jul-17,185.11,187.66,169.34,185.25,40505200.00,"1,379,860,000"
28-Jul-17,194,196.91,181.57,185.61,30108800.00,"1,445,720,000"
27-Jul-17,195.08,199.43,192.47,194.09,26363200.00,"1,453,370,000"
26-Jul-17,195.49,200.88,189.33,194.37,38380000.00,"1,456,070,000"
25-Jul-17,204.04,212.4,189.03,195.52,84970400.00,"1,519,340,000"
24-Jul-17,191.11,216.62,187.29,204.02,90278800.00,"1,422,690,000"
23-Jul-17,195.02,195.74,187.26,191.03,31110400.00,"1,451,390,000"
22-Jul-17,186.13,195.55,185.55,195.31,23312700.00,"1,384,830,000"
21-Jul-17,188.58,193.8,180.68,185.86,32884200.00,"1,402,760,000"
20-Jul-17,154.85,193.87,154.85,188.59,98932600.00,"1,151,530,000"
19-Jul-17,157.98,170.25,153.87,155.65,28281400.00,"1,174,490,000"
18-Jul-17,154.5,165.7,146.25,158.07,28103500.00,"1,148,330,000"
17-Jul-17,132.34,154.91,132.34,153.85,32658200.00,"983,325,000"
16-Jul-17,139.65,143.54,119.17,132.64,35385900.00,"1,037,360,000"
15-Jul-17,161.28,163.44,139.91,140.14,30810000.00,"1,197,760,000"
14-Jul-17,171.48,171.91,156.49,161.08,26831900.00,"1,273,130,000"
13-Jul-17,179.83,182.61,169.57,171.24,24269400.00,"1,334,790,000"
12-Jul-17,165.03,179.89,159.54,179.89,30198600.00,"1,224,620,000"
11-Jul-17,173.63,180.37,159.99,165.73,44860900.00,"1,288,140,000"
10-Jul-17,195.99,197.38,170.06,174.4,38824100.00,"1,453,580,000"
9-Jul-17,209.64,212.48,195.64,195.64,44286500.00,"1,554,430,000"
8-Jul-17,196.15,211.31,187.21,209.2,41486800.00,"1,454,000,000"
7-Jul-17,212.72,213.08,194.8,196.46,59581400.00,"1,576,370,000"
6-Jul-17,210.34,227.89,205.37,213.17,114292000.00,"1,558,330,000"
5-Jul-17,183.05,212.66,181.06,209.48,93285800.00,"1,354,980,000"
4-Jul-17,180.22,187.3,180.22,183.06,51222900.00,"1,333,710,000"
3-Jul-17,173.37,182.58,171.91,180.79,40038200.00,"1,282,650,000"
2-Jul-17,165.61,174.1,163.99,173.49,33257700.00,"1,224,910,000"
1-Jul-17,181.66,182.29,165.63,165.71,42283100.00,"1,343,300,000"
30-Jun-17,177.3,184.58,177.3,181.77,48166300.00,"1,310,690,000"
29-Jun-17,183.17,184.48,176.72,177.17,42548600.00,"1,353,710,000"
28-Jun-17,177.01,185.97,174.59,184.13,27008600.00,"1,307,820,000"
27-Jun-17,162.89,176.02,153.94,176.02,48931600.00,"1,203,160,000"
26-Jun-17,172.96,175.91,149.22,162.89,40405300.00,"1,277,190,000"
25-Jun-17,182.35,183.43,169.3,172.88,36111800.00,"1,346,200,000"
24-Jun-17,189.31,190.52,178.61,182.62,35863100.00,"1,397,190,000"
23-Jun-17,177.03,193.47,177.03,189.26,42975000.00,"1,306,270,000"
22-Jun-17,179.29,183.33,175.72,177.06,37412700.00,"1,322,590,000"
21-Jun-17,187.77,188.09,175.04,178.81,40445100.00,"1,384,740,000"
20-Jun-17,201.37,203.71,180.61,187.91,58960400.00,"1,484,670,000"
19-Jun-17,193.21,208.42,192.88,201.26,98763400.00,"1,424,100,000"
18-Jun-17,178.52,193.93,176.12,193.53,77003000.00,"1,315,450,000"
17-Jun-17,166.21,183.85,166.16,178.13,58241000.00,"1,224,440,000"
16-Jun-17,163.63,167.65,158.43,166.25,35834400.00,"1,205,110,000"
15-Jun-17,163.12,166.05,143.32,163.35,48167500.00,"1,201,030,000"
14-Jun-17,183.65,191.58,156.18,163.21,53986500.00,"1,351,820,000"
13-Jun-17,171.27,183.97,171.27,183.97,51568400.00,"1,260,370,000"
12-Jun-17,187.1,197.17,162.31,170.78,79698800.00,"1,376,490,000"
11-Jun-17,151.99,200.12,151.99,188.27,155786000.00,"1,117,860,000"
10-Jun-17,149.13,152.48,147.84,152,32894500.00,"1,096,550,000"
9-Jun-17,144.94,149.69,144.94,148.93,28944700.00,"1,065,470,000"
8-Jun-17,140.82,146.1,139.47,145.03,29049200.00,"1,034,920,000"
7-Jun-17,145.25,153.76,138.17,140.36,44240500.00,"1,067,130,000"
6-Jun-17,145.43,147.96,134.27,145.19,66883600.00,"1,068,210,000"
5-Jun-17,143.41,145.86,142,144.92,40209200.00,"1,053,050,000"
4-Jun-17,143.88,143.89,140.43,143.35,28248800.00,"1,055,520,000"
3-Jun-17,145.28,148.42,142.8,144.29,39144000.00,"1,065,460,000"
2-Jun-17,137.08,145.88,136.33,145.29,39172500.00,"1,005,050,000"
1-Jun-17,136.47,147.94,131.64,136.08,46692500.00,"1,000,300,000"
31-May-17,121.85,141.84,117.98,135.97,59781000.00,"892,886,000"
30-May-17,117.17,127,115.4,121.13,42919400.00,"858,404,000"
29-May-17,107.93,119.2,105.64,117.26,35802200.00,"790,454,000"
28-May-17,100.42,115.58,100.42,108.14,39651700.00,"735,254,000"
27-May-17,113.35,117.76,89.05,99.2,39936600.00,"829,763,000"
26-May-17,118.61,139.46,110.03,112.94,45411400.00,"868,031,000"
25-May-17,143.2,145.14,118.68,119.63,60488800.00,"1,047,690,000"
24-May-17,139.1,157.09,139.1,144.63,47161500.00,"1,017,440,000"
23-May-17,120.38,144.18,117.86,138.07,51407800.00,"880,270,000"
22-May-17,101.67,146.8,96.29,120.73,76089200.00,"743,266,000"
21-May-17,100.72,102.35,98.01,102.03,19898000.00,"736,086,000"
20-May-17,98.83,105.87,98.69,100.77,22378100.00,"722,090,000"
19-May-17,89.87,101.1,88.77,98.98,25889600.00,"656,468,000"
18-May-17,83.21,89.8,83.21,89.73,14126000.00,"607,656,000"
17-May-17,85.64,85.79,81.89,83.26,15847600.00,"625,221,000"
16-May-17,91.68,91.68,85.09,85.59,14638900.00,"669,083,000"
15-May-17,89.88,91.9,84.6,91.49,15672900.00,"655,801,000"
14-May-17,89.56,90.97,88.53,89.8,12006000.00,"653,270,000"
13-May-17,86.75,89.75,83.5,89.35,14419400.00,"632,643,000"
12-May-17,91.8,92.43,85.88,86.8,15467900.00,"669,279,000"
11-May-17,91.62,93.94,90.14,91.54,15996300.00,"667,796,000"
10-May-17,92.89,97.19,89.82,91.52,17906900.00,"676,854,000"
9-May-17,101.12,103.81,82.49,93.3,33359200.00,"736,626,000"
8-May-17,106.55,107.04,95.46,101.1,26320700.00,"775,962,000"
7-May-17,99.53,111.68,98.42,106.28,30297200.00,"724,648,000"
6-May-17,99.18,101.57,97.44,99.76,17201700.00,"721,874,000"
5-May-17,92.87,105.36,92.87,99.01,29039200.00,"675,223,000"
4-May-17,90.12,96.7,90.06,92.8,26417800.00,"655,081,000"
3-May-17,86.24,90.46,84,90.08,18749400.00,"626,662,000"
2-May-17,87.91,89.42,83.4,86.24,14430400.00,"638,649,000"
1-May-17,91.5,96.37,84.92,88.12,22978900.00,"664,545,000"
30-Apr-17,94.21,97.13,88.8,91.55,19963300.00,"684,050,000"
29-Apr-17,79.67,100.46,79.67,94.95,39496900.00,"578,278,000"
28-Apr-17,78.02,80.93,77.32,79.49,16201200.00,"566,202,000"
27-Apr-17,71.52,80.62,71.08,78.17,18560500.00,"518,868,000"
26-Apr-17,72.04,72.23,70.68,71.53,8605760.00,"522,517,000"
25-Apr-17,72.19,72.94,71.62,72.07,8641860.00,"523,445,000"
24-Apr-17,68.93,72.22,68.93,72.2,7918480.00,"499,641,000"
23-Apr-17,71.18,72.24,68.77,68.89,8328060.00,"515,838,000"
22-Apr-17,70.85,72.52,70.35,71.22,9913170.00,"513,274,000"
21-Apr-17,71.48,72.8,70.57,70.88,9790840.00,"517,733,000"
20-Apr-17,72.18,72.74,71.03,71.45,9144880.00,"522,642,000"
19-Apr-17,72.76,75.63,72.27,72.28,11688300.00,"526,688,000"
18-Apr-17,75.63,76.22,71.08,72.83,14595000.00,"547,341,000"
17-Apr-17,75.32,75.97,74.2,75.64,10470900.00,"544,956,000"
16-Apr-17,75.07,76.76,74.48,75.34,11539500.00,"542,961,000"
15-Apr-17,70.81,77.79,69.45,75.01,17237300.00,"512,034,000"
14-Apr-17,72.61,73.54,68.54,70.77,15477900.00,"524,892,000"
13-Apr-17,68.1,76.26,65.76,72.57,29296100.00,"492,196,000"
12-Apr-17,60.71,68.48,59.15,68,21914300.00,"438,679,000"
11-Apr-17,61.3,62.5,59.23,60.53,12016500.00,"442,808,000"
10-Apr-17,64.73,65.4,60.06,61.31,12222700.00,"467,460,000"
9-Apr-17,67.8,68.29,64.55,64.7,8535590.00,"489,452,000"
8-Apr-17,66.08,68.89,65.5,67.75,10316300.00,"476,916,000"
7-Apr-17,66.47,69.96,64.11,66.19,13046400.00,"479,637,000"
6-Apr-17,74.45,74.45,64.28,66.53,21464900.00,"537,046,000"
5-Apr-17,69.12,77.6,66.35,74.37,31084000.00,"498,097,000"
4-Apr-17,63.42,71.84,57.89,69.07,33869600.00,"456,882,000"
3-Apr-17,56.73,65.87,47.1,61.76,42403200.00,"408,589,000"
2-Apr-17,68.26,71.2,54.95,57.07,26723500.00,"491,501,000"
1-Apr-17,74.3,74.3,66.85,68.6,17542100.00,"534,806,000"
31-Mar-17,79.51,81.75,67.66,74.91,37471500.00,"572,175,000"
30-Mar-17,84.42,84.75,77.54,79.61,26036700.00,"607,325,000"
29-Mar-17,87.82,88.04,83.12,84.4,18209000.00,"631,616,000"
28-Mar-17,84.28,90.63,80.93,87.89,24886900.00,"606,012,000"
27-Mar-17,93.63,93.98,78.89,85.66,45830500.00,"673,078,000"
26-Mar-17,94.31,95.58,91.66,93.63,20996100.00,"677,736,000"
25-Mar-17,96.98,99.42,91.47,94.33,23040200.00,"696,738,000"
24-Mar-17,101.58,108.86,94.87,97.27,33033000.00,"729,578,000"
23-Mar-17,101.26,103.43,98.97,101.43,15500100.00,"727,130,000"
22-Mar-17,95.68,111.16,89.47,101.51,46138100.00,"686,887,000"
21-Mar-17,99.91,104.21,90.85,95.38,40860300.00,"717,014,000"
20-Mar-17,108.16,110.66,99.53,100.05,25082500.00,"776,036,000"
19-Mar-17,107.55,113.92,98.71,108.23,44670100.00,"771,412,000"
18-Mar-17,101.04,120.52,95.06,109.24,74763700.00,"724,518,000"
17-Mar-17,89.56,100.04,81.95,99.14,44263600.00,"642,049,000"
16-Mar-17,95.42,99.21,80.53,89.81,54538700.00,"683,888,000"
15-Mar-17,89.06,101.76,85.78,95.09,68173100.00,"638,133,000"
14-Mar-17,74.61,91.39,73.37,88.24,37180000.00,"534,395,000"
13-Mar-17,76.96,81.03,70.36,74.61,36706700.00,"551,120,000"
12-Mar-17,72.71,80.79,65.98,77.08,46099200.00,"520,543,000"
11-Mar-17,50.4,74.11,50.15,72.93,55127200.00,"360,708,000"
10-Mar-17,51.09,54.72,47.23,50.42,24723800.00,"365,561,000"
9-Mar-17,42.24,53.38,41.65,51.06,21013500.00,"302,128,000"
8-Mar-17,45.55,45.6,42.15,42.33,7640390.00,"325,712,000"
7-Mar-17,46.57,46.92,44.14,45.68,9034640.00,"332,936,000"
6-Mar-17,42.22,47.33,42.22,46.5,12933400.00,"301,783,000"
5-Mar-17,43.14,44.82,39.68,42.31,12260100.00,"307,986,000"
4-Mar-17,47.17,48.81,43.35,43.38,14949600.00,"336,628,000"
3-Mar-17,44.04,51.4,38.54,47.38,33651400.00,"314,220,000"
2-Mar-17,42.47,58.9,37.3,42.44,72796200.00,"302,911,000"
1-Mar-17,32.62,46.75,32.33,42.54,31700200.00,"232,593,000"
28-Feb-17,28.24,33.38,27.95,32.51,10042800.00,"201,326,000"
27-Feb-17,28.1,28.64,27.47,28.18,4064580.00,"200,212,000"
26-Feb-17,26.67,28.23,25.44,28.11,4656680.00,"189,992,000"
25-Feb-17,26.23,27.11,23.61,26.76,7377240.00,"186,832,000"
24-Feb-17,25.05,29.38,23.79,26.2,10322700.00,"178,372,000"
23-Feb-17,22.09,25.23,22.09,25.22,4664780.00,"157,238,000"
22-Feb-17,21.24,22.19,20.99,22.12,2625710.00,"151,098,000"
21-Feb-17,21.6,22.1,20.45,21.25,4093200.00,"153,668,000"
20-Feb-17,22.6,22.94,21.24,21.59,4159380.00,"160,743,000"
19-Feb-17,21.46,23.73,21.44,22.55,5688120.00,"152,571,000"
18-Feb-17,20.05,21.53,20.05,21.41,3498460.00,"142,505,000"
17-Feb-17,19.47,20.15,19.19,20,1859180.00,"138,366,000"
16-Feb-17,19.64,19.81,19.14,19.52,2859140.00,"139,499,000"
15-Feb-17,18.1,19.66,17.7,19.63,3355410.00,"128,554,000"
14-Feb-17,16.85,18.37,16.8,18.15,1948330.00,"119,626,000"
13-Feb-17,16.88,17.05,16.63,16.88,1464030.00,"119,800,000"
12-Feb-17,17.15,17.15,16.83,16.91,1264080.00,"121,667,000"
11-Feb-17,16.69,17.22,16.6,17.15,1216530.00,"118,350,000"
10-Feb-17,16.58,16.89,15.84,16.67,1386930.00,"117,570,000"
9-Feb-17,17.34,17.6,15.69,16.58,1793860.00,"122,937,000"
8-Feb-17,17.14,17.4,16.85,17.35,1552640.00,"121,430,000"
7-Feb-17,17.11,17.51,17.04,17.14,1388260.00,"121,211,000"
6-Feb-17,17.07,17.24,16.7,17.12,1025680.00,"120,894,000"
5-Feb-17,17.54,17.67,16.84,17.06,1905980.00,"124,154,000"
4-Feb-17,17.55,17.74,17.28,17.62,1598070.00,"124,173,000"
3-Feb-17,16.31,17.61,16.31,17.52,1818910.00,"115,306,000"
2-Feb-17,15.98,16.41,15.85,16.31,1350760.00,"112,934,000"
1-Feb-17,16.05,16.24,15.65,16.03,2139000.00,"113,338,000"
31-Jan-17,15.93,16.22,15.78,16.07,1384500.00,"112,498,000"
30-Jan-17,15.5,16.03,15.5,15.96,2046270.00,"109,407,000"
29-Jan-17,15.26,15.65,15.17,15.51,1363910.00,"107,705,000"
28-Jan-17,15.33,15.36,15.07,15.27,1333010.00,"108,155,000"
27-Jan-17,15.06,15.41,14.99,15.34,1303190.00,"106,228,000"
26-Jan-17,14.49,15.05,14.43,15.04,1348170.00,"102,158,000"
25-Jan-17,14.1,14.61,13.9,14.51,1656580.00,"99,366,700"
24-Jan-17,15.11,15.11,13.91,14.09,2694720.00,"106,493,000"
23-Jan-17,15.13,15.32,14.99,15.19,1553800.00,"106,549,000"
22-Jan-17,15,15.52,14.96,15.11,1918440.00,"105,622,000"
21-Jan-17,15.19,15.37,14.83,14.97,1958960.00,"106,916,000"
20-Jan-17,15.14,15.48,14.83,15.16,2021010.00,"106,564,000"
19-Jan-17,14.12,15.28,14.12,15.18,2170870.00,"99,371,100"
18-Jan-17,14.25,14.3,13.48,14.06,1510760.00,"100,228,000"
17-Jan-17,12.92,14.41,12.91,14.25,1810660.00,"90,828,600"
16-Jan-17,12.37,13.08,12.04,12.94,3715630.00,"86,960,200"
15-Jan-17,12.08,12.55,12.02,12.39,4362180.00,"84,869,100"
14-Jan-17,12.59,12.66,12,12.08,7960870.00,"88,482,900"
13-Jan-17,12.21,12.66,11.5,12.59,8400930.00,"85,789,600"
12-Jan-17,11.29,12.53,11.05,12.22,8272830.00,"79,295,200"
11-Jan-17,12.47,12.8,10.83,11.3,3100210.00,"87,501,500"
10-Jan-17,12.02,12.65,11.98,12.49,1391630.00,"84,366,800"
9-Jan-17,12.57,12.6,12.03,12.09,2365630.00,"88,154,300"
8-Jan-17,12.42,13.12,12.19,12.54,3118970.00,"87,104,800"
7-Jan-17,11.96,12.59,11.39,12.44,2542530.00,"83,814,000"
6-Jan-17,14.42,14.87,11.87,12.03,2262740.00,"101,082,000"
5-Jan-17,16.58,17.11,12.94,14.38,2579450.00,"116,187,000"
4-Jan-17,12.81,16.96,12.75,16.52,4901250.00,"89,664,000"
3-Jan-17,11.81,13.05,11.81,12.78,3846520.00,"82,603,400"
2-Jan-17,11.27,11.96,11.24,11.81,3800380.00,"78,789,700"
1-Jan-17,11.21,11.49,10.96,11.23,3684210.00,"78,350,600"
31-Dec-16,11.14,11.33,10.93,11.21,3468330.00,"77,833,900"
30-Dec-16,10.83,11.44,10.72,11.11,4445310.00,"75,640,100"
29-Dec-16,10.05,11.05,10.01,10.85,3237930.00,"70,227,400"
28-Dec-16,9.73,10.36,9.72,10.07,2490150.00,"67,916,000"
27-Dec-16,9.72,9.91,9.45,9.74,2285700.00,"67,846,400"
26-Dec-16,9.98,10.17,9.7,9.7,2106310.00,"69,653,100"
25-Dec-16,9.82,10.17,9.78,10.01,2578850.00,"68,476,200"
24-Dec-16,9.59,10.02,9.59,9.83,2686220.00,"66,873,600"
23-Dec-16,9.77,9.9,9.24,9.56,2883150.00,"68,143,200"
22-Dec-16,9.84,9.93,9.21,9.79,2611390.00,"68,569,100"
21-Dec-16,10.23,10.27,9.78,9.81,2189580.00,"71,265,200"
20-Dec-16,10.33,10.51,10.22,10.22,2236060.00,"71,983,000"
19-Dec-16,9.88,10.53,9.87,10.32,2089000.00,"68,822,100"
18-Dec-16,9.72,9.94,9.64,9.89,1935260.00,"67,675,800"
17-Dec-16,9.87,9.91,9.39,9.74,1964650.00,"68,667,100"
16-Dec-16,9.29,9.98,9.17,9.89,1951350.00,"64,662,300"
15-Dec-16,9.18,9.39,9.08,9.3,1999050.00,"63,821,200"
14-Dec-16,9.4,9.42,9.1,9.16,1416530.00,"65,366,300"
13-Dec-16,9.07,9.43,9.05,9.39,971378.00,"63,064,100"
12-Dec-16,9.52,9.66,9.07,9.1,1054770.00,"66,123,200"
11-Dec-16,8.88,9.59,8.78,9.54,1065390.00,"61,671,200"
10-Dec-16,8.84,8.93,8.81,8.88,781253.00,"61,391,600"
9-Dec-16,8.75,8.85,8.72,8.83,870014.00,"60,752,100"
8-Dec-16,8.69,8.79,8.66,8.75,713673.00,"60,292,700"
7-Dec-16,8.78,8.82,8.66,8.68,787296.00,"60,880,100"
6-Dec-16,8.56,8.81,8.49,8.8,1016800.00,"59,386,400"
5-Dec-16,8.8,8.9,8.48,8.56,979175.00,"61,042,900"
4-Dec-16,8.87,9.01,8.66,8.82,889416.00,"61,445,900"
3-Dec-16,8.64,8.92,8.61,8.88,939632.00,"59,770,500"
2-Dec-16,8.75,8.86,8.61,8.66,823934.00,"60,538,100"
1-Dec-16,8.91,8.94,8.7,8.74,672328.00,"61,634,000"
30-Nov-16,8.82,8.95,8.75,8.91,605542.00,"61,023,300"
29-Nov-16,8.96,9.05,8.62,8.82,1402230.00,"61,963,800"
28-Nov-16,9.07,9.14,8.95,8.96,848792.00,"62,666,300"
27-Nov-16,8.9,9.17,8.89,9.09,1058670.00,"61,471,600"
